CustID,Gender,State,Age,Married,KidsUnder12,GI,AI,MI,KI,Gender 2,Age 2,Married 2,KidsUnder12 2,GI2,Gender 3
5778,F,NY,23,Yes,Yes,0,1,0,1,F,,1,,0,F
5779,M,LA,19,No,No,0,0,0,0,M,19,0,0,0,M
5780,M,CA,49,Yes,No,0,0,0,0,M,49,1,0,0,M
5781,F,TX,45,Yes,Yes,0,0,0,0,F,45,1,1,0,F
5782,M,NV,28,Yes,Yes,0,0,0,0,M,28,1,1,0,M
5783,M,MI,49,Yes,Yes,0,0,0,0,M,49,1,1,0,M
5784,F,CA,49,Yes,Yes,0,0,1,0,F,49,,1,0,F
5785,M,NC,26,No,No,0,0,0,0,M,26,0,0,0,M
5786,M,SC,27,Yes,Yes,0,0,0,0,M,27,1,1,0,M
5787,M,CA,48,No,No,0,0,0,0,M,48,0,0,0,M
5788,F,AR,68,No,No,0,0,0,0,F,68,0,0,0,F
5789,M,SC,36,No,No,1,0,0,0,,36,0,0,0,
5790,F,CA,64,No,No,0,0,0,0,F,64,0,0,0,F
5791,M,OH,59,Yes,No,0,0,0,0,M,59,1,0,0,M
5792,M,IL,46,Yes,Yes,0,0,0,0,M,46,1,1,0,M
5793,M,WI,35,Yes,No,0,0,0,0,M,35,1,0,0,M
5794,M,TX,43,Yes,No,0,0,0,0,M,43,1,0,0,M
5795,F,IA,75,Yes,No,0,0,1,0,F,75,,0,0,F
5796,M,CA,55,Yes,No,0,0,0,0,M,55,1,0,0,M
5797,F,TX,27,No,Yes,0,0,0,0,F,27,0,1,0,F
5798,F,CA,63,Yes,No,0,0,0,0,F,63,1,0,0,F
5799,F,NC,67,No,No,0,0,0,0,F,67,0,0,0,F
5800,M,NV,84,Yes,No,0,0,0,0,M,84,1,0,0,M
5801,M,TX,34,No,No,1,0,0,0,,34,0,0,0,
5802,M,IA,62,No,No,0,0,0,0,M,62,0,0,0,M
5803,F,WV,61,No,No,0,0,0,0,F,61,0,0,0,F
5804,F,SC,21,Yes,No,0,0,1,0,F,21,,0,0,F
5805,M,NC,60,Yes,No,0,0,0,0,M,60,1,0,0,M
5806,F,NV,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5807,F,TX,64,No,No,0,0,0,0,F,64,0,0,0,F
5808,F,WI,52,Yes,No,1,0,0,1,,52,1,,0,
5809,F,SC,31,Yes,Yes,0,0,0,0,F,31,1,1,0,F
5810,M,CA,29,Yes,No,0,0,0,0,M,29,1,0,1,m
5811,M,TN,73,Yes,No,0,0,0,0,M,73,1,0,0,M
5812,M,CA,27,No,No,1,0,0,0,,27,0,0,0,
5813,F,NY,31,No,No,0,0,0,0,F,31,0,0,0,F
5814,M,IN,31,Yes,Yes,0,1,0,0,M,,1,1,0,M
5815,F,AL,48,Yes,No,0,0,0,0,F,48,1,0,0,F
5816,M,SC,20,Yes,Yes,0,1,0,0,M,,1,1,0,M
5817,F,CA,40,Yes,No,0,0,1,0,F,40,,0,0,F
5818,F,NV,25,No,Yes,0,0,0,1,F,25,0,,0,F
5819,F,NC,58,Yes,No,0,0,0,0,F,58,1,0,0,F
5820,F,NC,32,Yes,Yes,1,0,0,0,,32,1,1,0,
5821,M,IL,21,Yes,Yes,0,0,0,0,M,21,1,1,0,M
5822,M,SC,67,No,No,0,0,0,0,M,67,0,0,0,M
5823,M,NC,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5824,F,NV,19,Yes,Yes,0,0,0,0,F,19,1,1,0,F
5825,F,NV,58,No,No,0,0,0,0,F,58,0,0,0,F
5826,M,CA,78,No,No,0,0,0,0,M,78,0,0,0,M
5827,F,VA,81,No,No,0,0,0,0,F,81,0,0,0,F
5828,M,PA,31,No,No,0,0,0,0,M,31,0,0,0,M
5829,M,MD,48,Yes,Yes,0,0,0,1,M,48,1,,0,M
5830,M,WV,32,Yes,Yes,0,0,0,0,M,32,1,1,0,M
5831,M,NC,48,Yes,Yes,0,0,0,0,M,48,1,1,0,M
5832,M,KY,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5833,M,CA,24,No,No,0,0,0,0,M,24,0,0,0,M
5834,F,NC,29,Yes,Yes,0,0,0,0,F,29,1,1,0,F
5835,M,NC,39,Yes,Yes,0,0,0,0,M,39,1,1,0,M
5836,F,GA,64,Yes,No,1,0,0,0,,64,1,0,0,
5837,F,MD,53,Yes,No,0,0,1,1,F,53,,,0,F
5838,M,NC,44,Yes,Yes,0,0,1,0,M,44,,1,0,M
5839,M,FL,33,No,No,0,0,0,0,M,33,0,0,0,M
5840,F,FL,29,Yes,No,0,0,0,0,F,29,1,0,0,F
5841,F,CA,53,No,No,0,0,0,0,F,53,0,0,0,F
5842,M,AL,53,Yes,Yes,0,1,0,0,M,,1,1,0,M
5843,F,FL,64,Yes,No,0,0,0,0,F,64,1,0,0,F
5844,M,TX,23,No,No,0,0,0,0,M,23,0,0,0,M
5845,F,VA,18,Yes,Yes,0,0,0,0,F,18,1,1,0,F
5846,F,TN,24,No,No,0,0,1,0,F,24,,0,0,F
5847,F,NY,28,Yes,Yes,0,0,0,0,F,28,1,1,0,F
5848,F,SC,31,No,No,0,0,0,0,F,31,0,0,0,F
5849,M,CA,60,Yes,No,0,0,0,0,M,60,1,0,0,M
5850,M,MD,66,No,No,0,0,0,0,M,66,0,0,0,M
5851,M,GA,21,No,No,0,0,0,0,M,21,0,0,0,M
5852,F,KY,40,Yes,No,0,0,0,0,F,40,1,0,0,F
5853,F,NC,51,Yes,Yes,0,0,0,0,F,51,1,1,0,F
5854,M,NV,59,Yes,No,0,0,0,0,M,59,1,0,0,M
5855,M,NC,57,Yes,No,0,0,0,0,M,57,1,0,0,M
5856,F,MD,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
5857,F,GA,41,No,No,0,0,0,0,F,41,0,0,0,F
5858,M,WV,25,Yes,Yes,0,0,0,0,M,25,1,1,1,m
5859,F,FL,51,No,No,0,0,0,0,F,51,0,0,1,f
5860,M,WV,44,Yes,Yes,0,0,0,0,M,44,1,1,0,M
5861,F,NH,25,No,Yes,0,0,0,0,F,25,0,1,0,F
5862,M,CA,47,Yes,No,1,0,0,0,,47,1,0,0,
5863,M,FL,82,No,No,0,0,0,0,M,82,0,0,0,M
5864,M,IA,63,Yes,No,0,0,0,0,M,63,1,0,0,M
5865,F,AR,52,Yes,No,0,0,0,0,F,52,1,0,0,F
5866,M,TX,61,Yes,No,0,0,0,1,M,61,1,,0,M
5867,M,NV,61,No,No,0,0,0,0,M,61,0,0,0,M
5868,M,MD,41,Yes,No,1,0,1,0,,41,,0,0,
5869,M,WV,81,No,No,0,0,0,0,M,81,0,0,0,M
5870,M,VT,41,Yes,Yes,0,0,0,0,M,41,1,1,0,M
5871,M,TX,50,Yes,No,0,0,0,0,M,50,1,0,0,M
5872,M,OH,46,Yes,No,0,0,0,0,M,46,1,0,0,M
5873,F,PA,27,No,No,0,0,1,0,F,27,,0,0,F
5874,M,VA,36,Yes,No,0,0,0,0,M,36,1,0,0,M
5875,F,SC,48,Yes,No,1,0,0,0,,48,1,0,0,
5876,M,SC,36,No,No,0,0,0,0,M,36,0,0,0,M
5877,F,TX,47,Yes,Yes,0,1,1,1,F,,,,0,F
5878,F,NV,70,No,No,1,0,0,0,,70,0,0,0,
5879,M,NC,57,Yes,No,0,0,0,0,M,57,1,0,0,M
5880,F,NC,25,Yes,No,0,0,0,0,F,25,1,0,0,F
5881,F,CA,38,No,No,0,0,0,0,F,38,0,0,0,F
5882,F,NV,53,Yes,Yes,0,0,0,0,F,53,1,1,0,F
5883,M,NC,56,No,No,0,0,0,0,M,56,0,0,0,M
5884,F,TX,67,No,No,0,0,0,0,F,67,0,0,0,F
5885,M,TN,41,Yes,Yes,0,0,0,0,M,41,1,1,0,M
5886,M,FL,49,Yes,Yes,0,0,0,0,M,49,1,1,0,M
5887,F,WV,37,No,No,0,0,0,0,F,37,0,0,0,F
5888,M,NC,74,Yes,No,0,0,0,0,M,74,1,0,0,M
5889,M,GA,80,No,No,0,0,0,0,M,80,0,0,0,M
5890,M,MA,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
5891,F,NY,44,Yes,Yes,0,0,0,0,F,44,1,1,0,F
5892,M,GA,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
5893,M,LA,37,Yes,Yes,0,0,0,0,M,37,1,1,0,M
5894,F,KY,42,No,No,0,0,0,0,F,42,0,0,0,F
5895,M,NC,41,Yes,No,0,0,0,0,M,41,1,0,0,M
5896,F,TX,41,No,No,0,1,1,0,F,,,0,0,F
5897,M,VA,50,Yes,Yes,0,0,0,0,M,50,1,1,0,M
5898,M,NC,20,Yes,Yes,0,0,0,1,M,20,1,,0,M
5899,M,CA,33,Yes,No,0,0,0,0,M,33,1,0,0,M
5900,M,IL,67,Yes,No,0,1,0,0,M,,1,0,0,M
5901,F,NC,46,Yes,Yes,0,0,0,0,F,46,1,1,0,F
5902,F,VT,73,Yes,No,0,0,0,0,F,73,1,0,0,F
5903,M,NJ,27,No,No,0,0,0,0,M,27,0,0,0,M
5904,M,VA,54,Yes,No,0,0,0,0,M,54,1,0,0,M
5905,F,VA,46,Yes,Yes,0,0,0,0,F,46,1,1,0,F
5906,F,DE,64,Yes,No,0,0,0,0,F,64,1,0,1,f
5907,F,AR,18,No,Yes,0,0,0,0,F,18,0,1,0,F
5908,M,TX,22,Yes,Yes,0,0,0,0,M,22,1,1,0,M
5909,F,TN,49,No,Yes,0,0,1,0,F,49,,1,0,F
5910,F,TX,26,Yes,Yes,0,0,0,0,F,26,1,1,0,F
5911,M,AL,73,Yes,No,0,0,0,0,M,73,1,0,0,M
5912,F,NC,43,No,No,0,0,0,0,F,43,0,0,0,F
5913,M,CA,60,No,No,0,0,0,0,M,60,0,0,0,M
5914,M,NC,70,No,No,0,0,0,0,M,70,0,0,0,M
5915,M,WV,43,Yes,No,0,0,0,0,M,43,1,0,0,M
5916,F,NY,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5917,M,NV,49,Yes,Yes,0,0,0,1,M,49,1,,0,M
5918,M,KY,44,Yes,Yes,0,0,1,0,M,44,,1,0,M
5919,M,TN,74,Yes,No,0,0,0,0,M,74,1,0,0,M
5920,F,NC,60,No,No,0,0,0,0,F,60,0,0,0,F
5921,M,NC,62,Yes,No,0,0,1,0,M,62,,0,0,M
5922,F,CT,23,Yes,Yes,0,0,0,0,F,23,1,1,0,F
5923,F,CA,40,Yes,Yes,0,0,1,0,F,40,,1,1,f
5924,M,FL,18,No,No,0,0,0,0,M,18,0,0,0,M
5925,F,CA,51,Yes,Yes,0,0,0,0,F,51,1,1,0,F
5926,M,NC,50,Yes,Yes,0,0,0,0,M,50,1,1,0,M
5927,M,VA,40,Yes,No,0,0,0,0,M,40,1,0,0,M
5928,M,NV,54,Yes,Yes,0,0,0,0,M,54,1,1,0,M
5929,F,NY,69,Yes,No,0,0,0,0,F,69,1,0,0,F
5930,M,MS,71,Yes,No,0,0,0,1,M,71,1,,0,M
5931,F,MN,60,No,No,0,0,0,0,F,60,0,0,0,F
5932,F,NY,72,No,No,0,0,0,0,F,72,0,0,0,F
5933,M,PA,21,No,No,0,0,0,0,M,21,0,0,0,M
5934,F,MD,37,Yes,Yes,0,0,0,1,F,37,1,,0,F
5935,F,FL,26,Yes,No,0,0,0,0,F,26,1,0,0,F
5936,M,NY,81,No,No,0,0,0,0,M,81,0,0,0,M
5937,F,TX,46,Yes,Yes,0,0,0,0,F,46,1,1,0,F
5938,M,IL,67,Yes,No,0,0,0,1,M,67,1,,0,M
5939,M,CA,60,Yes,No,0,0,1,0,M,60,,0,0,M
5940,F,TX,64,Yes,No,0,0,0,0,F,64,1,0,1,f
5941,M,CA,53,No,Yes,0,0,0,0,M,53,0,1,0,M
5942,M,GA,39,Yes,Yes,0,0,0,0,M,39,1,1,0,M
5943,M,VA,28,Yes,No,0,0,0,0,M,28,1,0,0,M
5944,M,NC,54,Yes,Yes,0,0,0,0,M,54,1,1,0,M
5945,F,NC,24,Yes,Yes,0,0,0,0,F,24,1,1,0,F
5946,F,IL,78,No,No,0,0,0,0,F,78,0,0,0,F
5947,F,SC,45,Yes,Yes,0,0,0,0,F,45,1,1,1,f
5948,M,CA,88,No,No,0,0,0,0,M,88,0,0,0,M
5949,M,OH,24,Yes,No,0,0,0,0,M,24,1,0,0,M
5950,M,DC,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
5951,F,CA,66,Yes,No,0,0,0,0,F,66,1,0,0,F
5952,M,IN,54,Yes,Yes,0,0,0,0,M,54,1,1,0,M
5953,F,MD,73,No,No,0,1,0,0,F,,0,0,0,F
5954,M,MD,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5955,M,TX,41,No,No,0,1,0,0,M,,0,0,0,M
5956,M,SC,19,Yes,Yes,0,0,0,0,M,19,1,1,0,M
5957,F,CT,59,Yes,No,0,0,0,0,F,59,1,0,0,F
5958,M,NY,69,No,No,0,0,0,0,M,69,0,0,0,M
5959,F,LA,81,No,No,0,0,0,0,F,81,0,0,0,F
5960,F,CT,55,Yes,No,0,0,0,0,F,55,1,0,0,F
5961,M,CA,45,Yes,No,0,0,0,0,M,45,1,0,0,M
5962,F,GA,26,Yes,Yes,0,0,0,0,F,26,1,1,0,F
5963,M,GA,60,No,No,0,0,0,0,M,60,0,0,0,M
5964,F,CA,30,No,No,0,0,0,1,F,30,0,,0,F
5965,F,CA,59,Yes,No,1,0,0,0,,59,1,0,0,
5966,F,IN,35,Yes,Yes,0,0,0,0,F,35,1,1,0,F
5967,M,NY,34,Yes,Yes,0,0,0,0,M,34,1,1,0,M
5968,M,TX,72,Yes,No,0,0,0,0,M,72,1,0,0,M
5969,F,FL,73,No,No,0,0,0,0,F,73,0,0,0,F
5970,M,NC,31,No,Yes,0,0,0,0,M,31,0,1,1,m
5971,F,TN,55,Yes,No,0,0,0,0,F,55,1,0,0,F
5972,F,CA,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5973,M,TX,30,Yes,Yes,0,0,0,0,M,30,1,1,0,M
5974,M,NY,82,No,No,0,0,0,0,M,82,0,0,0,M
5975,M,MN,74,No,No,0,0,0,0,M,74,0,0,0,M
5976,M,CA,24,No,No,0,0,0,0,M,24,0,0,0,M
5977,M,CA,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
5978,F,TX,29,Yes,No,0,0,0,0,F,29,1,0,0,F
5979,F,SC,29,Yes,Yes,0,0,0,0,F,29,1,1,0,F
5980,F,NC,39,Yes,Yes,0,0,0,0,F,39,1,1,0,F
5981,F,CA,28,No,No,0,0,1,0,F,28,,0,0,F
5982,M,NC,19,No,No,0,0,0,0,M,19,0,0,0,M
5983,F,OH,30,Yes,Yes,0,0,0,0,F,30,1,1,0,F
5984,F,NV,29,Yes,Yes,0,1,0,0,F,,1,1,0,F
5985,F,TX,60,No,No,0,0,0,0,F,60,0,0,0,F
5986,F,TX,30,Yes,No,0,0,0,0,F,30,1,0,0,F
5987,F,TX,72,No,No,0,0,0,0,F,72,0,0,0,F
5988,F,LA,49,Yes,Yes,0,0,0,0,F,49,1,1,1,f
5989,F,CA,51,Yes,No,1,0,0,0,,51,1,0,0,
5990,M,CA,27,Yes,Yes,0,0,0,0,M,27,1,1,0,M
5991,F,NH,23,Yes,Yes,0,0,0,0,F,23,1,1,0,F
5992,F,SC,39,Yes,No,0,0,0,0,F,39,1,0,0,F
5993,M,SC,48,Yes,No,0,0,0,0,M,48,1,0,0,M
5994,F,CA,41,Yes,Yes,0,0,0,0,F,41,1,1,0,F
5995,M,NY,90,No,No,0,0,0,0,M,90,0,0,1,m
5996,M,NC,56,Yes,No,0,0,0,0,M,56,1,0,0,M
5997,M,AL,52,No,No,0,0,0,0,M,52,0,0,0,M
5998,M,CA,29,No,No,0,0,1,0,M,29,,0,0,M
5999,F,WV,60,Yes,No,0,1,0,0,F,,1,0,0,F
6000,F,CA,34,No,Yes,0,0,0,0,F,34,0,1,0,F
6001,F,WI,60,Yes,No,1,0,1,0,,60,,0,0,
6002,M,SC,46,Yes,Yes,0,0,0,0,M,46,1,1,1,m
6003,M,AL,63,Yes,No,0,0,0,0,M,63,1,0,0,M
6004,F,CA,86,No,No,0,0,0,0,F,86,0,0,0,F
6005,M,VA,32,Yes,Yes,0,0,0,0,M,32,1,1,0,M
6006,F,MA,55,No,No,1,0,0,0,,55,0,0,0,
6007,M,CA,26,Yes,Yes,0,0,0,0,M,26,1,1,0,M
6008,M,TX,49,Yes,Yes,0,0,0,0,M,49,1,1,0,M
6009,M,MS,45,Yes,No,0,0,0,0,M,45,1,0,0,M
6010,F,TX,23,Yes,Yes,0,0,0,0,F,23,1,1,0,F
6011,M,TX,72,Yes,No,0,0,0,0,M,72,1,0,0,M
6012,M,NC,33,Yes,Yes,0,0,0,0,M,33,1,1,0,M
6013,F,TN,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
6014,F,TN,77,No,No,0,0,0,0,F,77,0,0,0,F
6015,M,PA,50,Yes,Yes,0,0,1,0,M,50,,1,0,M
6016,M,TX,26,Yes,Yes,0,0,0,0,M,26,1,1,0,M
6017,F,CA,81,Yes,No,0,0,0,0,F,81,1,0,0,F
6018,F,TN,39,Yes,Yes,0,0,0,0,F,39,1,1,0,F
6019,M,AL,82,No,No,0,0,0,0,M,82,0,0,0,M
6020,F,IL,35,No,No,0,0,0,0,F,35,0,0,0,F
6021,M,NC,36,No,No,0,0,0,1,M,36,0,,0,M
6022,F,IA,71,No,No,0,0,0,0,F,71,0,0,0,F
6023,M,FL,58,No,No,0,0,0,0,M,58,0,0,0,M
6024,M,TX,20,No,No,0,0,0,0,M,20,0,0,0,M
6025,M,PA,18,No,No,0,0,0,0,M,18,0,0,1,m
6026,M,NY,72,No,No,0,0,0,0,M,72,0,0,0,M
6027,M,IN,53,Yes,Yes,0,0,0,1,M,53,1,,0,M
6028,M,CA,64,Yes,No,1,0,0,0,,64,1,0,0,
6029,F,CA,42,No,Yes,0,0,0,0,F,42,0,1,0,F
6030,F,TX,23,Yes,Yes,0,0,0,0,F,23,1,1,0,F
6031,M,CA,47,Yes,Yes,0,1,0,0,M,,1,1,0,M
6032,F,CA,67,No,No,0,0,0,0,F,67,0,0,0,F
6033,M,CA,67,Yes,No,0,1,0,0,M,,1,0,0,M
6034,F,VA,71,No,No,0,0,0,0,F,71,0,0,1,f
6035,M,MS,42,Yes,No,0,0,0,0,M,42,1,0,0,M
6036,M,CA,32,No,No,0,0,0,0,M,32,0,0,0,M
6037,M,CA,58,Yes,No,0,0,0,0,M,58,1,0,0,M
6038,M,TN,37,No,No,0,0,0,0,M,37,0,0,1,m
6039,F,TN,30,Yes,Yes,1,0,0,0,,30,1,1,0,
6040,M,NC,18,No,No,0,1,0,0,M,,0,0,0,M
6041,M,OH,43,Yes,Yes,0,0,0,0,M,43,1,1,0,M
6042,M,SC,56,Yes,No,0,0,0,0,M,56,1,0,0,M
6043,M,GA,44,No,No,0,0,0,0,M,44,0,0,0,M
6044,F,IL,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
6045,M,TX,29,Yes,Yes,0,0,0,0,M,29,1,1,0,M
6046,M,CA,62,No,No,0,0,0,0,M,62,0,0,0,M
6047,F,NY,22,Yes,Yes,0,0,0,0,F,22,1,1,0,F
6048,M,NC,22,Yes,Yes,0,0,0,0,M,22,1,1,0,M
6049,F,NC,58,Yes,No,0,1,0,0,F,,1,0,0,F
6050,F,FL,59,Yes,No,0,0,0,0,F,59,1,0,0,F
6051,M,MD,30,Yes,Yes,0,0,0,1,M,30,1,,0,M
6052,M,VA,44,No,No,0,0,0,0,M,44,0,0,0,M
6053,F,NC,25,No,No,0,0,0,0,F,25,0,0,0,F
6054,M,NC,45,Yes,Yes,0,0,0,1,M,45,1,,0,M
6055,M,AL,67,Yes,No,0,0,0,0,M,67,1,0,0,M
6056,F,NV,59,Yes,No,0,0,0,0,F,59,1,0,0,F
6057,M,NC,66,No,No,0,0,0,0,M,66,0,0,0,M
6058,F,CA,68,Yes,No,0,0,0,0,F,68,1,0,0,F
6059,M,TN,38,Yes,Yes,0,0,0,0,M,38,1,1,0,M
6060,F,NV,59,Yes,No,0,0,0,0,F,59,1,0,0,F
6061,F,WV,62,Yes,No,0,0,0,0,F,62,1,0,0,F
6062,M,IL,65,No,No,0,0,0,0,M,65,0,0,0,M
6063,M,MD,40,Yes,No,0,0,0,0,M,40,1,0,0,M
6064,F,MI,61,Yes,No,0,0,0,0,F,61,1,0,0,F
6065,M,TN,22,Yes,No,0,0,0,0,M,22,1,0,0,M
6066,F,GA,43,Yes,Yes,0,0,0,0,F,43,1,1,1,f
6067,M,CA,52,Yes,Yes,0,0,0,0,M,52,1,1,0,M
6068,F,TX,57,Yes,No,0,0,1,0,F,57,,0,0,F
6069,F,NV,54,Yes,Yes,0,0,0,0,F,54,1,1,0,F
6070,M,FL,61,No,No,0,0,0,1,M,61,0,,0,M
6071,M,CA,64,No,No,0,0,0,0,M,64,0,0,0,M
6072,F,VA,46,Yes,Yes,0,0,0,0,F,46,1,1,0,F
6073,M,MD,37,Yes,Yes,0,0,0,0,M,37,1,1,0,M
6074,M,NV,38,Yes,Yes,0,0,0,0,M,38,1,1,0,M
6075,F,CA,70,No,No,0,0,0,1,F,70,0,,0,F
6076,F,VA,25,Yes,Yes,0,0,0,0,F,25,1,1,1,f
6077,F,GA,43,Yes,Yes,0,0,0,0,F,43,1,1,1,f
6078,M,CA,37,Yes,Yes,0,0,0,0,M,37,1,1,0,M
6079,F,TX,35,Yes,Yes,0,0,0,1,F,35,1,,0,F
6080,F,TX,23,No,Yes,0,0,0,0,F,23,0,1,1,f
6081,F,FL,71,Yes,No,0,0,0,0,F,71,1,0,0,F
6082,M,NC,29,No,No,0,0,0,0,M,29,0,0,0,M
6083,F,NC,19,Yes,No,0,0,0,0,F,19,1,0,0,F
6084,M,TX,36,Yes,Yes,0,0,0,0,M,36,1,1,0,M
6085,F,CA,49,Yes,Yes,0,0,0,0,F,49,1,1,0,F
6086,F,CA,46,No,Yes,0,1,0,0,F,,0,1,0,F
6087,M,NJ,25,No,No,1,0,0,0,,25,0,0,0,
6088,F,CA,33,Yes,Yes,0,0,0,0,F,33,1,1,0,F
6089,M,VA,47,Yes,Yes,0,0,0,0,M,47,1,1,0,M
6090,F,GA,40,Yes,Yes,0,0,0,0,F,40,1,1,0,F
6091,M,TN,29,No,No,0,0,0,0,M,29,0,0,0,M
6092,F,FL,90,Yes,No,0,0,0,0,F,90,1,0,0,F
6093,M,MD,68,No,No,0,0,0,0,M,68,0,0,0,M
6094,F,FL,56,Yes,No,0,0,0,0,F,56,1,0,0,F
6095,F,LA,38,Yes,Yes,0,0,0,0,F,38,1,1,0,F
6096,F,AL,41,Yes,No,0,0,0,0,F,41,1,0,0,F
6097,F,NV,36,Yes,Yes,0,0,0,0,F,36,1,1,0,F
6098,M,KY,84,No,No,0,0,0,0,M,84,0,0,0,M
6099,F,PA,65,No,No,0,0,0,0,F,65,0,0,0,F
6100,F,CA,27,Yes,Yes,1,0,1,0,,27,,1,0,
6101,M,NC,45,Yes,No,0,0,1,0,M,45,,0,0,M
6102,F,FL,61,No,No,0,0,0,0,F,61,0,0,1,f
6103,F,NY,29,No,No,0,0,0,0,F,29,0,0,0,F
6104,F,NC,25,Yes,Yes,0,0,0,0,F,25,1,1,0,F
6105,M,NY,28,No,Yes,0,0,0,0,M,28,0,1,0,M
6106,F,NV,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
6107,M,NY,27,No,No,0,0,0,0,M,27,0,0,0,M
6108,F,NC,32,Yes,Yes,0,0,0,0,F,32,1,1,0,F
6109,F,PA,82,No,No,0,0,0,0,F,82,0,0,0,F
6110,F,TN,77,No,No,0,0,0,0,F,77,0,0,0,F
6111,M,TX,25,Yes,Yes,0,0,0,0,M,25,1,1,0,M
6112,F,IL,37,Yes,No,0,0,0,0,F,37,1,0,0,F
6113,F,MA,39,Yes,No,0,0,0,0,F,39,1,0,1,f
6114,F,WV,36,No,No,0,0,0,0,F,36,0,0,0,F
6115,F,GA,45,Yes,No,0,0,0,1,F,45,1,,0,F
6116,M,MN,19,No,No,0,0,0,0,M,19,0,0,0,M
6117,M,IA,23,Yes,Yes,0,0,0,0,M,23,1,1,0,M
6118,F,MS,21,No,No,0,0,0,0,F,21,0,0,0,F
6119,F,SC,78,No,No,0,0,0,0,F,78,0,0,0,F
6120,M,IN,51,Yes,No,0,0,0,0,M,51,1,0,0,M
6121,M,AL,48,Yes,Yes,0,0,0,0,M,48,1,1,0,M
6122,F,FL,37,Yes,Yes,0,0,0,0,F,37,1,1,0,F
6123,F,KY,51,Yes,Yes,0,0,0,0,F,51,1,1,0,F
6124,M,NC,21,Yes,No,0,0,0,0,M,21,1,0,0,M
6125,F,RI,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
6126,F,WV,22,Yes,No,0,0,0,0,F,22,1,0,0,F
6127,M,WV,24,Yes,Yes,0,0,0,0,M,24,1,1,0,M
6128,M,NC,18,No,No,0,0,0,0,M,18,0,0,0,M
6129,F,AR,39,Yes,Yes,1,0,0,1,,39,1,,0,
6130,F,SC,31,Yes,No,0,0,0,0,F,31,1,0,0,F
6131,M,NC,47,Yes,Yes,0,0,0,0,M,47,1,1,0,M
6132,F,SC,43,Yes,No,0,0,0,0,F,43,1,0,0,F
6133,F,SC,43,Yes,Yes,1,0,0,0,,43,1,1,0,
6134,M,MA,30,No,Yes,0,0,0,0,M,30,0,1,0,M
6135,M,NC,65,Yes,No,0,0,0,0,M,65,1,0,0,M
6136,M,TX,46,Yes,Yes,0,0,0,0,M,46,1,1,0,M
6137,F,VA,36,Yes,Yes,0,0,0,0,F,36,1,1,0,F
6138,F,IL,55,No,No,0,0,1,0,F,55,,0,0,F
6139,M,PA,49,No,No,0,0,0,0,M,49,0,0,0,M
6140,F,NY,29,Yes,Yes,0,0,0,0,F,29,1,1,0,F
6141,F,TN,39,Yes,Yes,0,0,0,0,F,39,1,1,0,F
6142,M,NC,31,Yes,Yes,0,0,0,0,M,31,1,1,0,M
6143,F,OH,74,No,No,0,0,0,0,F,74,0,0,0,F
6144,M,CA,59,Yes,No,0,0,0,0,M,59,1,0,1,m
6145,F,GA,52,Yes,Yes,0,0,0,0,F,52,1,1,0,F
6146,F,MI,30,Yes,Yes,0,0,0,0,F,30,1,1,0,F
6147,F,VA,42,Yes,No,0,0,0,0,F,42,1,0,0,F
6148,M,NY,74,No,No,0,0,0,0,M,74,0,0,1,m
6149,M,AL,54,Yes,Yes,0,0,0,0,M,54,1,1,0,M
6150,M,SC,38,No,No,0,0,0,0,M,38,0,0,0,M
6151,M,LA,54,Yes,No,0,0,0,0,M,54,1,0,0,M
6152,F,CA,54,Yes,Yes,0,0,0,0,F,54,1,1,0,F
6153,M,AZ,20,No,No,0,0,0,0,M,20,0,0,0,M
6154,F,NC,38,Yes,No,0,0,0,0,F,38,1,0,0,F
6155,M,NC,76,No,No,0,0,0,0,M,76,0,0,1,m
6156,M,KY,44,No,No,0,0,0,0,M,44,0,0,0,M
6157,M,FL,79,Yes,No,0,0,0,0,M,79,1,0,0,M
6158,F,TX,40,Yes,Yes,0,0,0,0,F,40,1,1,0,F
6159,M,IN,59,No,No,0,0,0,0,M,59,0,0,0,M
6160,M,CA,63,Yes,No,0,0,1,0,M,63,,0,0,M
6161,M,VA,72,No,No,0,0,0,0,M,72,0,0,0,M
6162,M,TN,37,No,No,0,0,0,0,M,37,0,0,0,M
6163,M,NC,50,No,No,0,0,0,0,M,50,0,0,1,m
6164,M,NY,69,No,No,0,0,0,0,M,69,0,0,0,M
6165,F,TX,47,Yes,Yes,0,0,0,0,F,47,1,1,0,F
